Sentences,E,G,S,I
"Giai đoạn triển khai II, Tập đoàn sẽ tập trung phát triển các dự án đô thị ở trung tâm thành phố.",0,0,0,1
"Trong trường hợp bạn muốn dịch câu này sang một ngôn ngữ khác hoặc cung cấp phản hồi về mặt ngữ pháp, vui lòng đưa ra yêu cầu cụ thể để tôi hỗ trợ tốt hơn.",0,0,0,1
Nước sử dụng trong mỗi khách hàng (m3) cũng rất quan trọng để duy trì vệ sinh và an toàn thực phẩm.,0,0,1,0
Rủi ro nảy sinh khi các cơ quan truyền thông đăng tải những thông tin bất lợi về một công ty và/hoặc sản phẩm của nó không đáp ứng được kỳ vọng của khách hàng hoặc nhà đầu tư.,0,0,1,0
"Báo cáo này được tham chiếu đến các tiêu chuẩn báo cáo phát triển bền vững chung (GRI 1-3), cùng với các tiêu chí của ngành dầu khí (GRI 11 - Tiêu chuẩn dành riêng cho ngành dầu khí) để đánh giá.",1,0,0,0
"Mỗi viên đá trên mỗi sản phẩm đều được tuyển chọn khắt khe và chế tác tỉ mỉ để tạo ra các kiệt tác, đại diện cho sự khéo léo đặc trưng của ngành kim hoàn đồng thời thể hiện địa vị của một thương hiệu trang sức cao cấp bằng cách chỉ sử dụng những nguyên liệu tốt nhất trong tất cả các thiết kế.",0,0,0,1
"Ngoài ra, với chức năng của Công đoàn Cơ sở Tổng công ty Bảo hiểm Việt Nam (Bảo Việt), sẽ tăng cường vai trò bảo vệ quyền lợi của người lao động trong việc tố giác các hành vi vi phạm các quy định tại Quy chế và Bộ Quy tắc ứng xử nói riêng cũng như các quy định pháp luật và nội bộ của Bảo Việt nói chung.",0,0,1,0
"Đây là dòng doanh thu ghi nhận từ cổ tức nhận được từ các dự án, cũng như giá trị của việc bán cổ phần nắm giữ trong danh mục đầu tư.",0,0,0,1
"Do đó, điều này có thể dẫn đến những hậu quả tài chính rất nặng nề cho ngành công nghiệp tài chính, bảo hiểm cũng như Tập đoàn Bảo Việt nói chung.",0,0,0,1
"Nó đặt ra 17 Mục tiêu Phát triển Bền vững (SDGs) cần phải đạt được vào năm 2030, nhằm giảm nghèo đói, thúc đẩy giáo dục và sức khỏe, bình đẳng giới tính và giải quyết các vấn đề môi trường.",0,0,1,0
"Giá cho thuê hồi phục và tỷ lệ lấp đầy đã cải thiện trong năm 2023, dẫn đến kết quả tích cực hơn.",0,0,0,1
"Bằng cách thực hiện báo cáo bền vững, các tổ chức có thể đánh giá và xem xét những đóng góp về mặt môi trường và xã hội của họ, điều này cho phép họ cân bằng giữa mục tiêu hoạt động với sự phát triển bền vững cho doanh nghiệp và cộng đồng.",0,0,1,0
"Có tổng cộng 331 trẻ em nhận được những món quà trị giá khoảng 4 triệu đô la mỗi người, và ba trong số đó rất hào phóng với bạn bè của họ bằng cách quyên góp hơn 20% thu nhập cá nhân cho một mục đích từ thiện.",0,0,0,1
"Lãnh đạo các bộ phận kiểm soát xây dựng tại các công ty thuộc tập đoàn là những chuyên gia về kiến trúc, cơ khí và kỹ thuật có nhiều năm kinh nghiệm trong việc đánh giá thiết kế và chất lượng của nhà thầu bên ngoài.",0,1,0,0
"Đa dạng hóa đảm bảo hiệu quả trong việc phối hợp giữa các phòng ban khác nhau, đồng thời mang lại một môi trường làm việc tích cực cho tất cả những người tham gia.",0,0,1,0
"Giải quyết khiếu nại đảm bảo tuân thủ các nguyên tắc sau đây: kịp thời, khách quan, công khai minh bạch, dân chủ, phù hợp với pháp luật về khiếu nại của người khiếu kiện; thông tin khiếu nại phải được giữ bí mật đối với người khiếu kiện và người bị khiếu kiện cũng như không được khuyến khích việc trả đũa do hành vi khiếu nại gây ra.",0,1,0,0
"Báo cáo tổng hợp mới nhất của IPCC (Ủy ban Liên Chính phủ về Biến đổi khí hậu) tuyên bố rằng các hoạt động của con người, đặc biệt là việc đốt nhiên liệu hóa thạch trong hơn một thế kỷ qua, sử dụng năng lượng và đất đai không bền vững cũng như mô hình sản xuất và tiêu thụ không bền vững đã gây ra hiện tượng nóng lên toàn cầu ở mức 1,1 C so với thời kì tiền công nghiệp.",1,0,0,0
"Trong năm 2022, Tập đoàn Bảo Việt vẫn tiếp tục đầu tư hơn 2 tỷ đồng vào việc ký kết nhiều loại hợp đồng khác nhau như hợp đồng quan trắc, thu gom, vận chuyển và xử lý rác thải cũng như các hợp đồng bảo trì để đảm bảo an toàn lao động và sử dụng hiệu quả nguồn điện năng.",0,0,1,0
"Theo báo cáo của BlockTree, Hành trình đến Tương lai Net Zero là một cam kết quan trọng đối với nhiều doanh nghiệp, bao gồm ngành hậu cần.",0,0,0,1
Tiến hành khảo sát khách hàng để thu thập phản hồi về sản phẩm hoặc dịch vụ.,0,0,1,0
"Các công ty tư vấn chiến lược phát triển, quản lý khu vực công nghiệp đô thị tích hợp.",0,0,0,1
VinAI đã triển khai một Chương trình Huấn luyện Lãnh đạo được thiết kế để thúc đẩy hiệu suất xuất sắc trong số các Giám đốc Điều hành Cấp cao (CEO).,0,1,0,0
"Sự gia tăng đáng kể trong lượng khí mê-tan được báo cáo chủ yếu là do ngành công nghiệp khí, nơi bắt đầu thực hiện các quy định về ghi chép và báo cáo phát thải theo Hướng dẫn Kiểm kê của Tổng Công ty vào năm 2022.",1,0,0,0
"Hiện tại, điểm thu gom sản phẩm thải của TMV nằm ở Công ty Trách nhiệm hữu hạn Môi trường công nghiệp Xanh Quốc Lộ 2, Xuân Mai, Phúc Thắng, Phúc Yên, Vĩnh Phúc.",1,0,0,0
"Câu nói đúng là ""Bảo hiểm mất mùa màng: người được bảo hiểm sẽ được bồi thường cho bất kỳ sự suy giảm nào về sản lượng cây trồng do thiệt hại gây ra bởi các rủi ro thiên tai hoặc sâu bệnh, vật nuôi bị dịch bệnh trong thời hạn của hợp đồng."" Giải thích cho câu sửa đổi này như sau :",0,0,0,1
"Các định hướng chiến lược và các chương trình hành động liên quan đến vấn đề phát triển bền vững, kết hợp giữa tính chất kinh tế-xã hội và môi trường, sẽ được xem xét tại Hội nghị Cổ đông thường niên.",0,1,0,0
Câu đã chỉnh sửa: Chủ động đa dạng hoá các nguồn huy động vốn của Tập đoàn Novaland là yếu tố quan trọng cho phép công ty duy trì hiệu quả tài chính mạnh mẽ và khả năng cạnh tranh trong thị trường này.,0,0,1,0
"Để đạt được mục tiêu này, InterLOG không ngừng nghiên cứu các giải pháp công nghệ tiên tiến cũng như phân tích dự báo để lựa chọn tuyến đường và phương thức vận tải bền vững giúp tối ưu hóa lộ trình, giảm thiểu thời gian di chuyển và tiết kiệm lượng khí thải CO2 trong quá trình vận chuyển.",1,0,0,0
"Từ năm 2005, bà Phạm Thu Hương là thành viên HĐQT của Tập đoàn Vingroup và giữ chức vụ Phó chủ tịch thường trực kể từ đó cho đến nay.",0,0,0,1
"Là một thành viên tích cực của xã hội, Vicostone luôn xác định cần thực hiện tốt trách nhiệm bảo vệ môi trường, phối hợp cùng Nhà nước và các bên liên quan trong nỗ lực chung nhằm cải thiện cuộc sống con người và phát triển xã hội bằng giải pháp sản xuất khoa học tiên tiến, công nghệ thông minh hơn.",0,1,0,0
Tiêu chuẩn này đòi hỏi phải lên kế hoạch và thực hiện các thủ tục kiểm toán nhằm xác định xem thông tin về chỉ tiêu phát triển bền vững đã chọn có bị lỗi trọng yếu hay không?,0,1,0,0
Cung cấp một chương trình đào tạo bao gồm các kỹ thuật tối ưu hoá theo hướng từ trên xuống (từ trên xuống) và từ dưới lên.,0,0,0,1
"Đội ngũ nhân viên y tế tại Vinmec cũng sẽ có cơ hội được tham gia vào các khóa học và chương trình phát triển chuyên môn hàng đầu của Cleveland Clinic như Học viện Lãnh đạo Toàn cầu Samson, Chương trình Học giả Lãnh đạo Khẩn cấp và Chương trình Du khách Điều hành.",0,1,0,0
"Nó đọc là ""Mặc dù vậy, Đồng bằng sông Cửu Long chắc chắn sẽ trở thành điểm đến du lịch vùng ven biển hàng đầu châu Á."" Hãy để tôi giải thích quá trình tôi sử dụng để sửa câu này: 1",1,0,0,0
"Để làm rõ ý nghĩa, tôi đã thêm động từ phụ trợ vào cuối câu, điều này cho thấy sự tự tin hơn về khả năng Đồng bằng sông Cửu Long trở thành một điểm đến du lịch ven biển hàng đầu.",1,0,0,0
"Tính đến thời điểm hiện tại, công ty đã triển khai mười trưởng phòng địa phương cho bộ phận Vận hành và Bảo dưỡng cũng như bốn cán bộ chủ chốt về quản lý nhà máy, những người này có trách nhiệm giám sát nhiều dự án và hoạt động khác nhau.",0,1,0,0
Công ty nên thiết lập một hệ thống kiểm soát nội bộ hiệu quả để đảm bảo thực hiện thành công các mục tiêu chiến lược của mình và cung cấp thông tin thường xuyên cho ban giám đốc.,0,0,0,1
Đóng góp cho sự phát triển kinh tế quốc dân không được gây tổn hại đến việc thực thi nguyên tắc bình đẳng giữa các doanh nghiệp hoạt động trong cùng một lĩnh vực và chịu ảnh hưởng của luật cạnh tranh đối với kết quả tài chính.,0,0,0,1
"Năm 2022, Công ty phối hợp với Công ty cổ phần Sức khoẻ và Môi trường Miền Nam để thực hiện một cuộc khảo sát về chất lượng không khí tại nơi làm việc nhằm kiểm tra các yếu tố môi trường tiềm tàng có thể tác động đến sức khỏe của nhân viên và đề xuất biện pháp giảm thiểu tiếp xúc với những nguy cơ đó.",0,0,1,0
"Từ đầu năm 2018, các chính sách bảo hiểm trọn đời trong 5 năm đã có sẵn cho cấp độ giám sát và cao hơn.",0,1,0,0
Các tiêu chuẩn an toàn lao động cũng được áp dụng nghiêm ngặt đối với các nhà thầu làm việc trong TMV.,0,0,1,0
"Quan tâm kịp thời đến sự chia sẻ của những cá nhân quan trọng như là một phần thiết yếu trong việc tài trợ cho việc chuyển đổi các bộ sách giáo khoa lớp 3, 7 và 10 sang hệ thống chữ nổi Braille cũng như phát triển một phần mềm để quản lý hệ thống hỗ trợ giáo dục dành cho người khuyết tật ở Việt Nam.",0,0,0,1
Chúng ta xây dựng và nuôi dưỡng những mối quan hệ dựa trên việc đáp ứng nhu cầu chung của chúng ta về sự hợp tác lâu dài với nhau.,0,0,0,1
"Tập đoàn địa ốc được vinh danh là ""Thương hiệu quốc gia"" vào năm 2021.",0,0,0,1
"Các số liệu này đang được phân loại thành ba phạm trù khác nhau theo Giao thức Báo cáo Khí nhà kính (GHG Protocol) do Viện Tài nguyên Thế giới (WRI) và Hội đồng Doanh nghiệp thế giới về Phát triển Bền vững (WBCSD) xây dựng, cũng như các tiêu chuẩn của GRI.",1,0,0,0
"Thay vì đổ vật liệu thải vào bãi chôn lấp, chúng tôi tìm kiếm những cách thức sáng tạo để tái sử dụng các nguồn lực này thay vì vứt bỏ chúng đi.",0,0,0,1
"Nhận thức tầm quan trọng của nguồn nhân lực đối với sự phát triển của công ty, tại TMV chúng tôi đảm bảo cho người lao động làm việc trong điều kiện tối ưu để có tỷ lệ giữ chân cao nhất.",0,0,1,0
"Song song đó, Novaland đóng góp vào việc đảm bảo an ninh việc làm tại địa phương bằng cách nâng cao giá trị người lao động thông qua đào tạo và phát triển năng lực chuyên môn của họ, cải thiện chất lượng nhân sự của mình, đồng thời tạo ra việc làm gián tiếp trong chuỗi cung ứng của các nhà cung cấp tại địa phương.",0,0,1,0
"Sau khi xác định, những rủi ro này sẽ được đánh giá bằng cách sử dụng phương pháp bảng tính với mỗi cấp đại diện cho một trong năm mức từ 1 đến 5 và thể hiện thông qua bản đồ nhiệt với các mã màu khác nhau.",0,0,0,1
"Báo cáo có hai phần chính: Phần đầu tiên trình bày tổng quan về các mục tiêu chiến lược, còn Phần thứ hai tập trung vào hoạt động quản trị phát triển bền vững.",0,1,0,0
